OMIM_ID	DO_ID
OMIM:230800	DOID:1926
OMIM:230900	DOID:1926
OMIM:231000	DOID:1926
OMIM:231005	DOID:1926
OMIM:231070	DOID:0080001
OMIM:231090	DOID:3590
OMIM:231095	DOID:12721
OMIM:231200	DOID:2217
OMIM:231300	DOID:11211
OMIM:231530	DOID:655
OMIM:231550	DOID:0050602
OMIM:231670	DOID:9252
OMIM:231680	DOID:0060358
OMIM:231690	DOID:9252
OMIM:231900	DOID:583
OMIM:232200	DOID:2749
OMIM:232220	DOID:2749
OMIM:232240	DOID:2749
OMIM:232300	DOID:2752
OMIM:232400	DOID:2748
OMIM:232500	DOID:2750
OMIM:232600	DOID:2746
OMIM:232700	DOID:2754
OMIM:232800	DOID:11721
OMIM:233100	DOID:9432
OMIM:233300	DOID:14450
OMIM:233400	DOID:0050857
OMIM:233420	DOID:14448
OMIM:233650	DOID:3265
OMIM:233690	DOID:3265
OMIM:233700	DOID:3265
OMIM:233710	DOID:3265
OMIM:233910	DOID:9281
OMIM:234000	DOID:2231
OMIM:234050	DOID:0050528
OMIM:234200	DOID:3981
OMIM:234500	DOID:1060
OMIM:234810	DOID:6432
OMIM:235200	DOID:2352
OMIM:235400	DOID:12554
OMIM:235510	DOID:48
OMIM:235550	DOID:612
OMIM:235555	DOID:0050674
OMIM:235730	DOID:10487
OMIM:235800	DOID:9252
OMIM:236200	DOID:9263
OMIM:236250	DOID:9263
OMIM:236270	DOID:13382
OMIM:236600	DOID:10908
OMIM:236670	DOID:0050560
OMIM:236680	DOID:0050779
OMIM:236700	DOID:1682
OMIM:236730	DOID:0050816
OMIM:236792	DOID:0050574
OMIM:236800	DOID:9252
OMIM:237300	DOID:9280
OMIM:237310	DOID:9267
OMIM:237450	DOID:2741
OMIM:237500	DOID:12308
OMIM:237900	DOID:2741
OMIM:238320	DOID:1923
OMIM:238600	DOID:14118
OMIM:238700	DOID:9274
OMIM:238970	DOID:0050720
OMIM:239000	DOID:5408
OMIM:239100	DOID:12721
OMIM:239200	DOID:11202
OMIM:239300	DOID:1059
OMIM:239500	DOID:9252
OMIM:239510	DOID:9252
OMIM:239850	DOID:420
OMIM:240300	DOID:14040
OMIM:240500	DOID:12177
OMIM:240600	DOID:2747
OMIM:240800	DOID:9993
OMIM:241080	DOID:987
OMIM:241200	DOID:445
OMIM:241410	DOID:0060348
OMIM:241500	DOID:14213
OMIM:241510	DOID:14213
OMIM:241520	DOID:0050445
OMIM:241550	DOID:9955
OMIM:241600	DOID:655
OMIM:241800	DOID:1931
OMIM:241850	DOID:0050655
OMIM:242100	DOID:1699
OMIM:242300	DOID:1699
OMIM:242500	DOID:1699
OMIM:242600	DOID:447
OMIM:242840	DOID:0060356
OMIM:242860	DOID:612
OMIM:242900	DOID:2349
OMIM:243000	DOID:574
OMIM:243060	DOID:14227
OMIM:243150	DOID:14671
OMIM:243300	DOID:1852
OMIM:243310	DOID:0060229
OMIM:243500	DOID:14753
OMIM:243700	DOID:3261
OMIM:243800	DOID:14694
OMIM:244200	DOID:3614
OMIM:244400	DOID:0050144
OMIM:244450	DOID:1059
OMIM:244460	DOID:4257
OMIM:245000	DOID:3389
OMIM:245010	DOID:3389
OMIM:245050	DOID:0014667
OMIM:245150	DOID:182
OMIM:245200	DOID:10587
OMIM:245340	DOID:423
OMIM:245348	DOID:3649
OMIM:245349	DOID:3649
OMIM:245480	DOID:9500
OMIM:245570	DOID:2538
OMIM:245590	DOID:9521
OMIM:245660	DOID:4251
OMIM:245800	DOID:1930
OMIM:245900	DOID:1391
OMIM:246000	DOID:110
OMIM:246200	DOID:0050470
OMIM:246300	DOID:1024
OMIM:246650	DOID:3146
OMIM:246700	DOID:0060357
OMIM:246900	DOID:9269
OMIM:247100	DOID:14498
OMIM:248190	DOID:447
OMIM:248200	DOID:0050817
OMIM:248250	DOID:12679
OMIM:248300	DOID:3390
OMIM:248360	DOID:655
OMIM:248370	DOID:811
OMIM:248390	DOID:2908
OMIM:248450	DOID:12270
OMIM:248500	DOID:3413
OMIM:248510	DOID:3633
OMIM:248600	DOID:9269
OMIM:248700	DOID:65
OMIM:248800	DOID:9277
OMIM:248900	DOID:0060245
OMIM:249000	DOID:0050778
OMIM:249100	DOID:2987
OMIM:249270	DOID:13382
OMIM:249400	DOID:14693
OMIM:249420	DOID:1682
OMIM:249500	DOID:0060308
OMIM:249700	DOID:12721
OMIM:249900	DOID:10581
OMIM:250100	DOID:10581
OMIM:250250	DOID:14773
OMIM:250460	DOID:12721
OMIM:250620	DOID:9252
OMIM:250790	DOID:10783
OMIM:250800	DOID:10783
OMIM:250850	DOID:9252
OMIM:250940	DOID:655
OMIM:250950	DOID:655
OMIM:251000	DOID:9252
OMIM:251100	DOID:14749
OMIM:251110	DOID:14749
OMIM:251120	DOID:9252
OMIM:251200	DOID:10907
OMIM:251255	DOID:1059
OMIM:251260	DOID:7400
OMIM:251290	DOID:0050656
OMIM:251300	DOID:12642
OMIM:251450	DOID:1148
OMIM:251850	DOID:3343
OMIM:251950	DOID:3650
OMIM:252010	DOID:700
OMIM:252011	DOID:655
OMIM:252150	DOID:896
OMIM:252160	DOID:896
OMIM:252500	DOID:3343
OMIM:252600	DOID:3343
OMIM:252605	DOID:3343
OMIM:252650	DOID:3343
OMIM:252900	DOID:12801
OMIM:252920	DOID:12801
OMIM:252930	DOID:12801
OMIM:252940	DOID:12801
OMIM:253000	DOID:12804
OMIM:253010	DOID:12804
OMIM:253200	DOID:12800
OMIM:253220	DOID:12803
OMIM:253250	DOID:0050436
OMIM:253260	DOID:856
OMIM:253270	DOID:859
OMIM:253280	DOID:0050560
OMIM:253290	DOID:8545
OMIM:253300	DOID:13137
OMIM:253310	DOID:381
OMIM:253400	DOID:12376
OMIM:253550	DOID:0050530
OMIM:253600	DOID:11724
OMIM:253601	DOID:11724
OMIM:253700	DOID:11724
OMIM:253800	DOID:0050559
OMIM:254090	DOID:0050558
OMIM:254110	DOID:11724
OMIM:254130	DOID:11720
OMIM:254210	DOID:3635
OMIM:254300	DOID:3635
OMIM:254450	DOID:4971
OMIM:254500	DOID:9538
OMIM:254600	DOID:655
OMIM:254770	DOID:4890
OMIM:254780	DOID:3534
OMIM:254800	DOID:3535
OMIM:254900	DOID:891
OMIM:255110	DOID:0060235
OMIM:255120	DOID:9993
OMIM:255125	DOID:3650
OMIM:255200	DOID:14717
OMIM:255310	DOID:14717
OMIM:255600	DOID:14717
OMIM:255700	DOID:2106
OMIM:255800	DOID:12721
OMIM:255960	DOID:117
OMIM:255995	DOID:0060346
OMIM:256000	DOID:3652
OMIM:256030	DOID:3191
OMIM:256050	DOID:0050648
OMIM:256100	DOID:12712
OMIM:256300	DOID:1184
OMIM:256370	DOID:1184
OMIM:256450	DOID:13317
OMIM:256500	DOID:0050474
OMIM:256520	DOID:936
OMIM:256540	DOID:3211
OMIM:256550	DOID:3343
OMIM:256600	DOID:2367
OMIM:256700	DOID:769
OMIM:256730	DOID:14503
OMIM:256731	DOID:14503
OMIM:256800	DOID:0050548
OMIM:256810	DOID:409
OMIM:256840	DOID:2477
OMIM:256850	DOID:574
OMIM:257200	DOID:14504
OMIM:257220	DOID:14504
OMIM:257270	DOID:0050534
OMIM:257300	DOID:630
OMIM:257320	DOID:0050453
OMIM:257850	DOID:0060291
OMIM:257920	DOID:0060225
OMIM:257980	DOID:14693
OMIM:258100	DOID:8498
OMIM:258315	DOID:0060288
OMIM:258450	DOID:539
OMIM:258480	DOID:12721
OMIM:258501	DOID:655
OMIM:258860	DOID:0060316
OMIM:258870	DOID:1415
OMIM:258900	DOID:0050833
OMIM:259050	DOID:182
OMIM:259100	DOID:14283
OMIM:259420	DOID:12347
OMIM:259440	DOID:12347
OMIM:259450	DOID:0060231
OMIM:259500	DOID:3347
OMIM:259600	DOID:0080001
OMIM:259700	DOID:13533
OMIM:259710	DOID:13533
OMIM:259720	DOID:13533
OMIM:259730	DOID:13533
OMIM:259770	DOID:12347
OMIM:259775	DOID:674
OMIM:259900	DOID:2977
OMIM:260000	DOID:2977
OMIM:260005	DOID:9252
OMIM:260300	DOID:14330
OMIM:260350	DOID:4905
OMIM:260370	DOID:0050877
OMIM:260400	DOID:4961
OMIM:260500	DOID:2626
OMIM:260540	DOID:14330
OMIM:260600	DOID:0060215
OMIM:260660	DOID:1934
OMIM:260800	DOID:2978
OMIM:260920	DOID:0050452
OMIM:261000	DOID:0050734
OMIM:261100	DOID:13382
OMIM:261500	DOID:9500
OMIM:261515	DOID:10003
OMIM:261540	DOID:9296
OMIM:261550	DOID:0050791
OMIM:261600	DOID:9281
OMIM:261630	DOID:9281
OMIM:261640	DOID:9281
OMIM:261650	DOID:2978
OMIM:261670	DOID:557
OMIM:261680	DOID:2978
OMIM:261740	DOID:2747
OMIM:261750	DOID:0050594
OMIM:262000	DOID:0050677
OMIM:262190	DOID:0050470
OMIM:262300	DOID:13911
OMIM:262400	DOID:9406
OMIM:262500	DOID:9521
OMIM:262600	DOID:9406
OMIM:262650	DOID:9406
OMIM:262700	DOID:9406
OMIM:262850	DOID:2213
OMIM:262890	DOID:1247
OMIM:263200	DOID:898
OMIM:263300	DOID:8997
OMIM:263400	DOID:8432
OMIM:263520	DOID:12721
OMIM:263570	DOID:2747
OMIM:263650	DOID:0060055
OMIM:263700	DOID:13271
OMIM:263750	DOID:2908
OMIM:263800	DOID:0050450
OMIM:264070	DOID:9281
OMIM:264080	DOID:345
OMIM:264300	DOID:11603
OMIM:264350	DOID:4479
OMIM:264470	DOID:0050797
OMIM:264600	DOID:10892
OMIM:264700	DOID:10609
OMIM:264800	DOID:2738
OMIM:265000	DOID:8545
OMIM:265050	DOID:0060225
OMIM:265100	DOID:12117
OMIM:265120	DOID:12120
OMIM:265380	DOID:13042
OMIM:265450	DOID:5453
OMIM:265800	DOID:12721
OMIM:266100	DOID:1826
OMIM:266120	DOID:583
OMIM:266130	DOID:9252
OMIM:266140	DOID:2373
OMIM:266150	DOID:3651
OMIM:266200	DOID:2861
OMIM:266265	DOID:0050571
OMIM:266280	DOID:0050774
OMIM:266500	DOID:10582
OMIM:266510	DOID:0050444
OMIM:266600	DOID:0050589
OMIM:266900	DOID:0050576
OMIM:266920	DOID:10584
OMIM:267000	DOID:2154
OMIM:267010	DOID:0050778
OMIM:267300	DOID:14219
OMIM:267500	DOID:0060020
OMIM:267750	DOID:5327
OMIM:268100	DOID:8466
OMIM:268130	DOID:0080001
OMIM:268150	DOID:0050641
OMIM:268200	DOID:423
OMIM:268210	DOID:3246
OMIM:268220	DOID:4051
OMIM:268300	DOID:5325
OMIM:268305	DOID:11836
OMIM:268310	DOID:17
OMIM:268400	DOID:2732
OMIM:268700	DOID:9274
OMIM:268800	DOID:3323
OMIM:268900	DOID:9252
OMIM:269000	DOID:0050536
OMIM:269150	DOID:1059
OMIM:269160	DOID:863
OMIM:269250	DOID:0050775
OMIM:269500	DOID:0060251
OMIM:269600	DOID:4423
OMIM:269700	DOID:0050585
OMIM:269840	DOID:5812
OMIM:269880	DOID:12678
OMIM:269920	DOID:3659
OMIM:269921	DOID:3659
OMIM:270100	DOID:758
OMIM:270200	DOID:14501
OMIM:270300	DOID:0060283
OMIM:270400	DOID:14692
OMIM:270420	DOID:655
OMIM:270550	DOID:1441
OMIM:270685	DOID:2476
OMIM:270700	DOID:2476
OMIM:270800	DOID:2476
OMIM:270960	DOID:14227
OMIM:270970	DOID:12971
OMIM:271150	DOID:0050529
OMIM:271245	DOID:0050556
OMIM:271400	DOID:612
OMIM:271640	DOID:12721
OMIM:271665	DOID:12721
OMIM:271700	DOID:12721
OMIM:271900	DOID:3613
OMIM:271930	DOID:4751
OMIM:271980	DOID:9252
OMIM:272120	DOID:9007
OMIM:272200	DOID:0050441
OMIM:272300	DOID:9252
OMIM:272430	DOID:0060294
OMIM:272440	DOID:1059
OMIM:272460	DOID:17
OMIM:272750	DOID:4795
OMIM:272800	DOID:3320
OMIM:273300	DOID:2998
OMIM:273395	DOID:17
OMIM:273750	DOID:0060241
OMIM:273800	DOID:2219
OMIM:274000	DOID:14699
OMIM:274150	DOID:10772
OMIM:274270	DOID:14218
OMIM:274300	DOID:11633
OMIM:274400	DOID:0050328
OMIM:274500	DOID:0050328
OMIM:274600	DOID:13197
OMIM:274700	DOID:1459
OMIM:274800	DOID:0050328
OMIM:274900	DOID:0050328
OMIM:275100	DOID:0050328
OMIM:275200	DOID:0050328
OMIM:275210	DOID:381
OMIM:275350	DOID:0050818
OMIM:275355	DOID:5520
OMIM:275400	DOID:0060260
OMIM:275630	DOID:0050729
OMIM:275900	DOID:0050886
OMIM:276300	DOID:1319
OMIM:276600	DOID:0050725
OMIM:276700	DOID:0050726
OMIM:276710	DOID:0050727
OMIM:276820	DOID:13938
OMIM:276880	DOID:9252
OMIM:276900	DOID:0050439
OMIM:276901	DOID:0050439
OMIM:276902	DOID:0050439
OMIM:276904	DOID:0050439
OMIM:276950	DOID:14679
OMIM:277170	DOID:0060316
OMIM:277300	DOID:0050568
OMIM:277380	DOID:0050717
OMIM:277400	DOID:0050715
OMIM:277410	DOID:0050716
OMIM:277440	DOID:10609
OMIM:277450	DOID:2214
OMIM:277460	DOID:5113
OMIM:277470	DOID:0060267
OMIM:277480	DOID:12531
OMIM:277580	DOID:9258
OMIM:277590	DOID:14731
OMIM:277600	DOID:0050475
OMIM:277610	DOID:12721
OMIM:277700	DOID:5688
OMIM:277900	DOID:893
OMIM:277950	DOID:11476
OMIM:278000	DOID:14497
OMIM:278150	DOID:4535
OMIM:278250	DOID:3144
OMIM:278300	DOID:0060236
OMIM:278700	DOID:0050427
OMIM:278720	DOID:0050427
OMIM:278730	DOID:0050427
OMIM:278740	DOID:0050427
OMIM:278750	DOID:0050427
OMIM:278760	DOID:0050427
OMIM:278780	DOID:0050427
OMIM:278800	DOID:1924
OMIM:280000	DOID:12270
OMIM:300000	DOID:0050780
OMIM:300004	DOID:1059
OMIM:300009	DOID:0050699
OMIM:300018	DOID:14448
OMIM:300029	DOID:10584
OMIM:300048	DOID:3878
OMIM:300049	DOID:0050454
OMIM:300055	DOID:0060309
OMIM:300066	DOID:0050566
OMIM:300067	DOID:0050453
OMIM:300068	DOID:4674
OMIM:300071	DOID:0050534
OMIM:300087	DOID:630
OMIM:300088	DOID:0050709
OMIM:300100	DOID:10588
OMIM:300123	DOID:9406
OMIM:300143	DOID:0050776
OMIM:300166	DOID:10629
OMIM:300200	DOID:9553
OMIM:300209	DOID:0060248
OMIM:300210	DOID:0050776
OMIM:300215	DOID:0050453
OMIM:300220	DOID:0060309
OMIM:300243	DOID:1826
OMIM:300244	DOID:12721
OMIM:300257	DOID:0050437
OMIM:300260	DOID:1059
OMIM:300263	DOID:1059
OMIM:300271	DOID:0050776
OMIM:300291	DOID:14793
OMIM:300299	DOID:0050590
OMIM:300301	DOID:14693
OMIM:300321	DOID:14711
OMIM:300322	DOID:1919
OMIM:300323	DOID:13189
OMIM:300352	DOID:0050800
OMIM:300354	DOID:1059
OMIM:300367	DOID:1588
OMIM:300373	DOID:4254
OMIM:300376	DOID:9883
OMIM:300387	DOID:0050776
OMIM:300400	DOID:0060013
OMIM:300419	DOID:1059
OMIM:300422	DOID:14711
OMIM:300423	DOID:1826
OMIM:300424	DOID:10584
OMIM:300425	DOID:12849
OMIM:300434	DOID:1059
OMIM:300436	DOID:0050776
OMIM:300438	DOID:3146
OMIM:300448	DOID:0050908
OMIM:300455	DOID:10584
OMIM:300472	DOID:12270
OMIM:300475	DOID:630
OMIM:300476	DOID:0050572
OMIM:300486	DOID:0050888
OMIM:300489	DOID:12377
OMIM:300491	DOID:150
OMIM:300494	DOID:0050432
OMIM:300495	DOID:12849
OMIM:300496	DOID:12849
OMIM:300497	DOID:0050432
OMIM:300498	DOID:0050776
OMIM:300500	DOID:0050633
OMIM:300510	DOID:5426
OMIM:300511	DOID:5426
OMIM:300514	DOID:13636
OMIM:300523	DOID:0050631
OMIM:300534	DOID:1059
OMIM:300537	DOID:0050454
OMIM:300539	DOID:3401
OMIM:300554	DOID:0050445
OMIM:300555	DOID:0050699
OMIM:300558	DOID:0050776
OMIM:300559	DOID:2747
OMIM:300577	DOID:0050776
OMIM:300582	DOID:630
OMIM:300584	DOID:612
OMIM:300590	DOID:11725
OMIM:300600	DOID:0050630
OMIM:300604	DOID:5426
OMIM:300607	DOID:0050709
OMIM:300615	DOID:1059
OMIM:300623	DOID:0050879
OMIM:300624	DOID:14261
OMIM:300633	DOID:10892
OMIM:300635	DOID:2916
OMIM:300636	DOID:630
OMIM:300640	DOID:612
OMIM:300643	DOID:4090
OMIM:300645	DOID:630
OMIM:300653	DOID:655
OMIM:300659	DOID:0050776
OMIM:300661	DOID:655
OMIM:300672	DOID:0050709
OMIM:300673	DOID:1059
OMIM:300676	DOID:0060309
OMIM:300695	DOID:0060253
OMIM:300696	DOID:11726
OMIM:300699	DOID:1059
OMIM:300706	DOID:1059
OMIM:300707	DOID:11193
OMIM:300717	DOID:423
OMIM:300718	DOID:423
OMIM:300749	DOID:10907
OMIM:300751	DOID:0060063
OMIM:300752	DOID:13270
OMIM:300755	DOID:14179
OMIM:300758	DOID:10892
OMIM:300770	DOID:12120
OMIM:300802	DOID:0050776
OMIM:300803	DOID:0050776
OMIM:300804	DOID:0050777
OMIM:300807	DOID:2452
OMIM:300813	DOID:5485
OMIM:300814	DOID:9649
OMIM:300816	DOID:0060286
OMIM:300818	DOID:0060284
OMIM:300842	DOID:1289
OMIM:300844	DOID:0050776
OMIM:300847	DOID:12849
OMIM:300849	DOID:0050776
OMIM:300850	DOID:0050776
OMIM:300854	DOID:4450
OMIM:300855	DOID:0050781
OMIM:300857	DOID:0060206
OMIM:300860	DOID:0050888
OMIM:300872	DOID:12849
OMIM:300882	DOID:11725
OMIM:300886	DOID:0060309
OMIM:300895	DOID:0060289
OMIM:300905	DOID:0050542
OMIM:300908	DOID:2861
OMIM:300912	DOID:0050776
OMIM:300914	DOID:0050566
OMIM:300919	DOID:0050776
OMIM:300923	DOID:0050776
OMIM:301000	DOID:9169
OMIM:301040	DOID:1099
OMIM:301050	DOID:10983
OMIM:301200	DOID:2187
OMIM:301310	DOID:0050554
OMIM:301500	DOID:14499
OMIM:301830	DOID:381
OMIM:301835	DOID:0050647
OMIM:301900	DOID:0050681
OMIM:302045	DOID:12930
OMIM:302060	DOID:0050476
OMIM:302200	DOID:83
OMIM:302350	DOID:110
OMIM:302500	DOID:14784
OMIM:302800	DOID:0050542
OMIM:302905	DOID:630
OMIM:302950	DOID:0060292
OMIM:302960	DOID:0060292
OMIM:303100	DOID:9821
OMIM:303350	DOID:0060246
OMIM:303400	DOID:674
OMIM:303600	DOID:3783
OMIM:303700	DOID:0050679
OMIM:303800	DOID:13909
OMIM:303900	DOID:11661
OMIM:304020	DOID:0050572
OMIM:304100	DOID:630
OMIM:304110	DOID:14737
OMIM:304120	DOID:12721
OMIM:304150	DOID:3144
OMIM:304340	DOID:0060309
OMIM:304400	DOID:0050566
OMIM:304500	DOID:0050566
OMIM:304700	DOID:0050757
OMIM:304790	DOID:612
OMIM:304800	DOID:12387
OMIM:305000	DOID:2729
OMIM:305100	DOID:14793
OMIM:305390	DOID:0050535
OMIM:305400	DOID:6683
OMIM:305450	DOID:14711
OMIM:305600	DOID:2120
OMIM:305620	DOID:12721
OMIM:306000	DOID:0050594
OMIM:306400	DOID:3265
OMIM:306900	DOID:12259
OMIM:306955	DOID:0050545
OMIM:307000	DOID:10908
OMIM:307030	DOID:2978
OMIM:307800	DOID:0050445
OMIM:308050	DOID:1699
OMIM:308100	DOID:1700
OMIM:308230	DOID:6620
OMIM:308240	DOID:2916
OMIM:308300	DOID:12305
OMIM:308350	DOID:0050709
OMIM:308700	DOID:3614
OMIM:308800	DOID:37
OMIM:308990	DOID:0050699
OMIM:309000	DOID:1056
OMIM:309300	DOID:0060305
OMIM:309350	DOID:12721
OMIM:309400	DOID:1838
OMIM:309500	DOID:0060179
OMIM:309510	DOID:14744
OMIM:309520	DOID:14323
OMIM:309530	DOID:0050776
OMIM:309541	DOID:1059
OMIM:309548	DOID:14261
OMIM:309549	DOID:0050776
OMIM:309580	DOID:1924
OMIM:309583	DOID:0050888
OMIM:309585	DOID:11603
OMIM:309630	DOID:17
OMIM:309800	DOID:10629
OMIM:309801	DOID:10629
OMIM:309900	DOID:12799
OMIM:310200	DOID:11723
OMIM:310300	DOID:11726
OMIM:310400	DOID:14717
OMIM:310465	DOID:0050769
OMIM:310468	DOID:1074
OMIM:310490	DOID:0050542
OMIM:310500	DOID:0050534
OMIM:310600	DOID:863
OMIM:310700	DOID:9649
OMIM:311070	DOID:0050542
OMIM:311150	DOID:0050867
OMIM:311200	DOID:0060316
OMIM:311250	DOID:9271
OMIM:311300	DOID:12721
OMIM:311360	DOID:5426
OMIM:311510	DOID:679
OMIM:311900	DOID:11836
OMIM:312000	DOID:9406
OMIM:312060	DOID:630
OMIM:312080	DOID:3210
OMIM:312170	DOID:3649
OMIM:312300	DOID:4674
OMIM:312600	DOID:10584
OMIM:312750	DOID:1206
OMIM:312863	DOID:628
OMIM:312870	DOID:0060248
OMIM:312920	DOID:2476
OMIM:313200	DOID:0060161
OMIM:313400	DOID:12721
OMIM:313500	DOID:0050591
OMIM:313900	DOID:1588
OMIM:314050	DOID:1588
OMIM:314250	DOID:0050835
OMIM:314390	DOID:1682
OMIM:314400	DOID:1682
OMIM:314580	DOID:4090
OMIM:400044	DOID:14448
OMIM:400045	DOID:14450
OMIM:415000	DOID:14227
OMIM:580000	DOID:10003
OMIM:600001	DOID:9351
OMIM:600002	DOID:12721
OMIM:600059	DOID:10584
OMIM:600060	DOID:0050565
OMIM:600072	DOID:0050433
OMIM:600081	DOID:10609
OMIM:600101	DOID:0050564
OMIM:600105	DOID:10584
OMIM:600110	DOID:0050817
OMIM:600116	DOID:14330
OMIM:600118	DOID:0060237
OMIM:600121	DOID:2580
OMIM:600132	DOID:10584
OMIM:600138	DOID:10584
OMIM:600142	DOID:987
OMIM:600143	DOID:14503
OMIM:600145	DOID:17
OMIM:600155	DOID:10487
OMIM:600175	DOID:12377
OMIM:600195	DOID:0050792
OMIM:600202	DOID:4428
OMIM:600204	DOID:12721
OMIM:600208	DOID:10003
OMIM:600224	DOID:0050882
OMIM:600231	DOID:0050428
OMIM:600251	DOID:674
OMIM:600274	DOID:9255
OMIM:600309	DOID:0050651
OMIM:600316	DOID:0050565
OMIM:600320	DOID:9744
OMIM:600334	DOID:11720
OMIM:600363	DOID:2476
OMIM:600373	DOID:12721
OMIM:600376	DOID:1270
OMIM:600462	DOID:3687
OMIM:600496	DOID:0050524
OMIM:600501	DOID:0050600
OMIM:600512	DOID:3331
OMIM:600513	DOID:3331
OMIM:600625	DOID:0050567
OMIM:600630	DOID:0060240
OMIM:600634	DOID:5394
OMIM:600638	DOID:10235
OMIM:600649	DOID:0060235
OMIM:600652	DOID:0050564
OMIM:600721	DOID:0050575
OMIM:600737	DOID:3429
OMIM:600740	DOID:12678
OMIM:600775	DOID:2340
OMIM:600791	DOID:0050332
OMIM:600794	DOID:0050582
OMIM:600795	DOID:9255
OMIM:600802	DOID:5812
OMIM:600803	DOID:1949
OMIM:600807	DOID:2841
OMIM:600850	DOID:5419
OMIM:600852	DOID:10584
OMIM:600858	DOID:11984
OMIM:600880	DOID:11512
OMIM:600881	DOID:83
OMIM:600882	DOID:0050539
OMIM:600886	DOID:2351
OMIM:600901	DOID:13636
OMIM:600919	DOID:2843
OMIM:600920	DOID:10348
OMIM:600955	DOID:28
OMIM:600962	DOID:0050428
OMIM:600965	DOID:0050564
OMIM:600969	DOID:12721
OMIM:600971	DOID:0050565
OMIM:600972	DOID:0080055
OMIM:600974	DOID:0050565
OMIM:600977	DOID:0050572
OMIM:600994	DOID:0050564
OMIM:600995	DOID:1184
OMIM:600996	DOID:0050431
OMIM:601001	DOID:4644
OMIM:601003	DOID:0050692
OMIM:601005	DOID:2843
OMIM:601042	DOID:480
OMIM:601067	DOID:0050439
OMIM:601071	DOID:0050565
OMIM:601072	DOID:0050565
OMIM:601098	DOID:0050538
OMIM:601104	DOID:678
OMIM:601110	DOID:0050570
OMIM:601144	DOID:0050451
OMIM:601152	DOID:2477
OMIM:601154	DOID:12930
OMIM:601186	DOID:0050819
OMIM:601200	DOID:4769
OMIM:601214	DOID:421
OMIM:601238	DOID:2786
OMIM:601277	DOID:1699
OMIM:601283	DOID:9352
OMIM:601287	DOID:11724
OMIM:601316	DOID:0050564
OMIM:601317	DOID:0050564
OMIM:601321	DOID:3490
OMIM:601338	DOID:10003
OMIM:601358	DOID:4535
OMIM:601367	DOID:6713
OMIM:601369	DOID:0050564
OMIM:601382	DOID:0050541
OMIM:601386	DOID:0050565
OMIM:601388	DOID:9744
OMIM:601390	DOID:0060238
OMIM:601399	DOID:2218
OMIM:601410	DOID:0060334
OMIM:601414	DOID:10584
OMIM:601419	DOID:9884
OMIM:601455	DOID:0050541
OMIM:601457	DOID:612
OMIM:601462	DOID:3635
OMIM:601472	DOID:0050539
OMIM:601492	DOID:0050809
OMIM:601493	DOID:12930
OMIM:601494	DOID:12930
OMIM:601495	DOID:2583
OMIM:601518	DOID:10283
OMIM:601536	DOID:0050682
OMIM:601539	DOID:0050444
OMIM:601543	DOID:0050564
OMIM:601544	DOID:0050564
OMIM:601547	DOID:83
OMIM:601552	DOID:11364
OMIM:601553	DOID:4535
OMIM:601559	DOID:206
OMIM:601583	DOID:2154
OMIM:601596	DOID:0050541
OMIM:601606	DOID:162
OMIM:601626	DOID:9119
OMIM:601631	DOID:0050786
OMIM:601634	DOID:863
OMIM:601650	DOID:0050773
OMIM:601665	DOID:9970
OMIM:601675	DOID:2960
OMIM:601678	DOID:445
OMIM:601680	DOID:0050646
OMIM:601705	DOID:987
OMIM:601709	DOID:2216
OMIM:601718	DOID:10584
OMIM:601744	DOID:9074
OMIM:601777	DOID:0050572
OMIM:601780	DOID:14503
OMIM:601813	DOID:0050535
OMIM:601815	DOID:0050722
OMIM:601820	DOID:13317
OMIM:601847	DOID:1852
OMIM:601859	DOID:6688
OMIM:601868	DOID:0050564
OMIM:601869	DOID:0050565
OMIM:601885	DOID:83
OMIM:601887	DOID:8545
OMIM:601894	DOID:2920
OMIM:601942	DOID:9744
OMIM:601952	DOID:37
OMIM:601954	DOID:11724
OMIM:601977	DOID:2224
OMIM:602032	DOID:14693
OMIM:602066	DOID:11832
